Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 63
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.292,32.742,33.185,33.624,34.06,34.495,34.928000000000004,35.361,35.796,36.234,36.678000000000004,37.128,37.586999999999996,38.056,38.54,39.039,39.556,40.092,40.65,41.233999999999995,41.853,42.513000000000005,43.217,43.963,44.747,45.566,46.417,47.288000000000004,48.163999999999994,49.028,49.856,50.626999999999995,51.331,51.968,52.538999999999994,53.055,53.533,53.997,54.468,54.958999999999996,55.482,56.044,56.637,57.25,57.875,58.5,59.11,59.693999999999996,60.243,60.754,61.226000000000006,61.666000000000004,62.086000000000006,62.494,62.895,63.288000000000004,63.673,64.047,,
Afghanistan,AFG,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,34.1,,,,,31.7,,,,,29.8,29.8,,,
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.53147245,81.94641716,89.85832912,113.58398221,151.98051698,165.86551184,172.79559640000002,216.41313473,239.68435059,206.94482008,203.20858851,246.80376019,246.74254556,277.6689966,313.26289683,264.43460271,271.54304258,,,
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.278999999999996,63.298,64.187,64.911,65.461,65.848,66.108,66.30199999999999,66.485,66.687,66.933,67.235,67.58,67.95100000000001,68.34100000000001,68.734,69.108,69.447,69.741,69.99,70.207,70.416,70.635,70.876,71.134,71.388,71.605,71.76,71.843,71.86,71.836,71.803,71.80199999999999,71.86,71.992,72.205,72.495,72.83800000000001,73.208,73.58800000000001,73.955,74.286,74.575,74.82,75.028,75.217,75.418,75.656,75.943,76.281,76.652,77.031,77.389,77.702,77.96300000000001,78.17399999999999,78.345,78.495,,
Albania,ALB,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,18.8,,,,,18.6,,,,,17.4,17.0,,,
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.30289032,66.50473274,66.17266498,75.41760422,92.11506564,100.29415156,116.24122959999998,150.37978239,206.11305037,207.34602105,228.39954356,286.15198581,333.93663460000005,330.22364637,357.89856619,290.50324012,260.41257932,,,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.138000000000005,46.596000000000004,47.053999999999995,47.507,47.956,48.391999999999996,48.809,49.208,49.595,49.98,50.369,50.77,51.198,51.673,52.215,52.863,53.658,54.606,55.696000000000005,56.906000000000006,58.196000000000005,59.521,60.823,62.047,63.156000000000006,64.113,64.896,65.525,66.025,66.416,66.725,66.983,67.226,67.482,67.774,68.115,68.50399999999999,68.926,69.367,69.822,70.292,70.778,71.27600000000001,71.78,72.281,72.767,73.225,73.648,74.032,74.374,74.676,74.944,75.187,75.418,75.641,75.86,76.078,76.293,,
Algeria,DZA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,17.6,,,,,15.4,,,,,14.4,14.2,,,
American Samoa,ASM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.64751287,2081.27533006,2256.34907314,2774.08962738,3161.48240563,3536.12270618,3689.70570162,4094.54426932,4201.7295948,3911.89596278,3754.73134583,4013.91183436,3857.1611155999994,4107.73398353,4346.25874674,3698.11757428,3834.73058142,,,
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.963033300000001,28.85424468,28.96136464,34.71829685,49.52671847,53.93070101,69.42469956,92.45201615,135.20830918,119.80861387,96.64370053,122.11780882,122.24294345,143.70320352,131.75187476,108.68066949,95.22079857,,,
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,33.251,33.573,33.914,34.272,34.645,35.031,35.426,35.828,36.234,36.64,37.047,37.46,37.878,38.297,38.711999999999996,39.11,39.478,39.81,40.099000000000004,40.344,40.546,40.71,40.848,40.97,41.085,41.193000000000005,41.292,41.382,41.471000000000004,41.571999999999996,41.696000000000005,41.855,42.06,42.32899999999999,42.677,43.125,43.695,44.385,45.192,46.105,47.113,48.2,49.341,50.508,51.676,52.833,53.974,55.096000000000004,56.18899999999999,57.231,58.192,59.042,59.77,60.373000000000005,60.858000000000004,61.24100000000001,61.547,61.809,,
Angola,AGO,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,21.3,,,,,18.1,,,,,16.9,16.5,,,
Antigua and Barbuda,ATG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.91516097,412.56832564,409.55230205,435.74927097,427.58677499,518.43545709,590.43134587,667.8933147999999,724.27766043,593.2349555,663.52612617,680.12942986,644.41809529,655.9971646,749.63864839,644.14005707,623.11462593,,,
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.115,62.555,62.979,63.385,63.773999999999994,64.148,64.51,64.86399999999999,65.212,65.557,65.89699999999999,66.232,66.558,66.875,67.181,67.479,67.768,68.051,68.328,68.602,68.873,69.141,69.408,69.671,69.931,70.187,70.435,70.675,70.907,71.132,71.351,71.567,71.783,71.999,72.218,72.44,72.663,72.887,73.108,73.327,73.541,73.752,73.957,74.158,74.354,74.544,74.727,74.905,75.078,75.247,75.41199999999999,75.574,75.733,75.892,76.05,76.207,76.36399999999999,76.51899999999999,,
Antigua and Barbuda,ATG,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,21.6,,,,,21.6,,,,,22.6,22.6,,,
Argentina,ARG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.19932091,671.52943936,223.37970794,261.48966477,299.62794417,390.99110122,448.41903221,552.24465572,693.85599903,742.70240609,890.96483114,1068.38035659,1161.00206098,1207.89808581,1086.72728396,1298.68316327,955.2009489,,,
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.02199999999999,65.141,65.233,65.311,65.388,65.48100000000001,65.60300000000001,65.76,65.953,66.184,66.449,66.74,67.044,67.34899999999999,67.652,67.95,68.248,68.54899999999999,68.85600000000001,69.164,69.464,69.74600000000001,70.003,70.234,70.438,70.623,70.797,70.971,71.155,71.352,71.565,71.79,72.023,72.256,72.48899999999999,72.719,72.947,73.173,73.39699999999999,73.618,73.832,74.039,74.236,74.42399999999999,74.60300000000001,74.775,74.941,75.105,75.268,75.431,75.595,75.76100000000001,75.926,76.089,76.252,76.415,76.577,76.738,,
Argentina,ARG,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,18.9,,,,,17.8,,,,,16.1,15.8,,,
Armenia,ARM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.51081677,45.38831224,44.57370232,52.18970268,98.0726002,115.63644842,120.59915252,170.91263774,174.30584603,140.38217449,169.42145503,133.22313771,247.31892636,317.85873812,406.59374912,366.04924783,358.84174796,,,
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.971,66.402,66.837,67.27600000000001,67.715,68.152,68.587,69.015,69.425,69.808,70.143,70.411,70.604,70.723,70.774,70.783,70.783,70.798,70.83800000000001,70.89699999999999,70.938,70.91,70.77600000000001,70.51899999999999,70.15,69.69800000000001,69.205,68.732,68.332,68.038,67.87899999999999,67.87,67.99,68.218,68.538,68.938,69.404,69.91199999999999,70.434,70.944,71.40899999999999,71.8,72.112,72.347,72.512,72.625,72.715,72.815,72.946,73.119,73.331,73.571,73.814,74.044,74.255,74.445,74.618,74.782,,
Armenia,ARM,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,26.5,,,,,25.9,,,,,23.0,22.3,,,
Aruba,ABW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.66199999999999,66.074,66.444,66.78699999999999,67.113,67.435,67.762,68.095,68.436,68.78399999999999,69.14,69.498,69.851,70.191,70.51899999999999,70.833,71.14,71.441,71.736,72.023,72.293,72.538,72.751,72.929,73.071,73.181,73.262,73.325,73.378,73.425,73.468,73.509,73.544,73.57300000000001,73.598,73.622,73.646,73.671,73.7,73.738,73.78699999999999,73.85300000000001,73.937,74.038,74.156,74.28699999999999,74.429,74.57600000000001,74.725,74.872,75.016,75.158,75.29899999999999,75.44,75.582,75.725,75.867,76.01,,
Aruba,ABW,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.42002543,1558.16964966,1763.75317903,2240.97772029,2757.59716147,3004.10299966,3177.4855186,3794.23804483,4088.80427707,3997.50968878,4952.77614737,5876.87848292,6047.020069,5838.38989381,5637.55972074,4887.79482949,5002.35827732,,,
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.8170731707317,70.9731707317073,70.9424390243903,70.91170731707321,70.88097560975609,70.850243902439,70.819512195122,70.8692682926829,70.9190243902439,70.9687804878049,71.01853658536591,71.0682926829268,71.4575609756098,71.84682926829271,72.2360975609756,72.6253658536586,73.01463414634149,73.34439024390241,73.6741463414634,74.00390243902442,74.3336585365854,74.66341463414629,74.9048780487805,75.14634146341459,75.3878048780488,75.62926829268291,75.87073170731709,76.1517073170732,76.4326829268293,76.71365853658541,76.9946341463415,77.2756097560976,77.37804878048779,77.87804878048779,77.87804878048779,77.82926829268291,78.07804878048779,78.4804878048781,78.63170731707321,78.9317073170732,79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.84146341463409,81.0414634146342,81.2926829268293,81.39512195121951,81.54390243902441,81.6951219512195,81.89512195121951,82.04634146341459,82.14878048780491,82.3,82.4,82.44878048780491,82.4975609756098,,
Australia,AUS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,11.4,,,,,10.0,,,,,9.3,9.1,,,
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263.49045728,2280.52042345,2486.12855829,3084.31130688,3588.20983205,3708.92114367,3879.53316115,4472.84672658,5037.37198316,4909.23325276,4796.11358919,5161.05829518,4966.37668706,5233.85370976,5386.42480252,4603.02587996,4688.28020378,,,
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5856097560976,69.5773170731707,69.309512195122,69.4436585365854,69.92195121951221,69.7221951219512,70.0458536585366,69.9178048780488,70.0575609756098,69.8331707317073,69.9146341463415,70.1146341463415,70.4634146341463,71.01463414634149,71.0121951219512,71.1146341463415,71.5658536585366,71.9146341463415,72.0121951219512,72.3121951219512,72.4634146341463,72.8121951219512,72.9609756097561,73.0121951219512,73.6121951219512,73.81463414634149,74.3170731707317,74.7682926829268,75.21707317073171,75.2658536585366,75.56829268292691,75.6170731707317,75.8170731707317,76.0682926829268,76.41951219512201,76.6682926829268,76.87073170731709,77.319512195122,77.67073170731709,77.87560975609759,78.12682926829271,78.57560975609759,78.6780487804878,78.63170731707321,79.1804878048781,79.3317073170732,79.88048780487809,80.1804878048781,80.4317073170732,80.3317073170732,80.58048780487809,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.19024390243901,81.6414634146342,81.6414634146342,,
Austria,AUT,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,12.7,,,,,12.2,,,,,11.5,11.4,,,
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.89211371,25.7122086,28.02454356,52.14592013,75.45278688,114.76211762,139.70196767,178.67870861,221.35723990000002,267.38397634,287.67622904,333.86759517,374.45440528,405.62394061,440.32807744,377.42764119,268.15586521,,,
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.035,61.257,61.47,61.678999999999995,61.89,62.104,62.321999999999996,62.538999999999994,62.751000000000005,62.953,63.141000000000005,63.31,63.457,63.583,63.688,63.776,63.852,63.922,63.992,64.069,64.161,64.28,64.42399999999999,64.587,64.759,64.913,65.016,65.053,65.021,64.935,64.827,64.745,64.73100000000001,64.81,64.991,65.256,65.57300000000001,65.899,66.207,66.491,66.763,67.054,67.391,67.791,68.249,68.75,69.26899999999999,69.774,70.238,70.646,70.987,71.26,71.47800000000001,71.656,71.8,71.921,72.02600000000001,72.123,,
Azerbaijan,AZE,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,29.0,,,,,24.8,,,,,22.5,22.2,,,
"Bahamas, The",BHS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.29285978,1091.92274069,1177.395304,1213.00032304,1292.91902048,1372.82117789,1610.93410356,1694.28150779,1720.79523684,1645.73798949,1657.28095069,1661.35614674,1741.75288075,1696.53271127,1687.73500729,1739.74635377,1835.22820219,,,
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.881,63.22,63.551,63.873000000000005,64.189,64.498,64.8,65.095,65.383,65.665,65.943,66.218,66.49,66.759,67.027,67.291,67.55,67.803,68.05,68.29,68.524,68.755,68.984,69.212,69.438,69.663,69.88600000000001,70.104,70.316,70.518,70.705,70.869,71.01,71.131,71.23899999999999,71.351,71.482,71.646,71.85,72.093,72.37,72.668,72.971,73.264,73.538,73.78699999999999,74.012,74.218,74.41,74.59100000000001,74.76100000000001,74.923,75.079,75.23,75.37899999999999,75.527,75.675,75.82300000000001,,
"Bahamas, The",BHS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,,18.5,,,,,16.9,,,,,15.6,15.5,,,
Bahrain,BHR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.6842516,484.90454556,503.02868526,567.23581143,550.35713282,570.2916731,591.31377907,692.98704454,757.77077078,785.29140224,796.31714151,805.24039133,971.16563145,1066.36641049,1100.99147344,1128.75585372,1099.36229078,,,
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.868,53.233999999999995,54.589,55.91,57.181000000000004,58.387,59.523,60.595,61.608000000000004,62.559,63.448,64.274,65.042,65.757,66.421,67.04,67.616,68.152,68.65100000000001,69.117,69.55,69.95,70.316,70.65,70.956,71.237,71.495,71.735,71.962,72.179,72.39,72.598,72.803,73.006,73.209,73.413,73.619,73.82600000000001,74.033,74.23899999999999,74.44,74.635,74.822,74.999,75.167,75.32600000000001,75.47800000000001,75.625,75.77,75.913,76.056,76.199,76.34100000000001,76.482,76.622,76.76100000000001,76.9,77.038,,
Bahrain,BHR,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,18.1,,,,,13.8,,,,,11.7,11.3,,,
Bangladesh,BGD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30501829,8.11180565,9.05813237,9.96350615,10.74730592,11.25134348,11.95842439,13.88296064,15.32613641,17.38355544,20.17736083,22.15706873,22.74784885,25.85965612,28.834133,31.84148833,34.21796766,,,
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.831,46.46,47.086000000000006,47.693999999999996,48.257,48.69,48.895,48.838,48.535,48.05,47.523,47.136,47.031000000000006,47.291000000000004,47.925,48.865,49.981,51.098,52.082,52.878,53.478,53.917,54.292,54.678000000000004,55.102,55.578,56.102,56.653999999999996,57.22,57.8,58.401,59.033,59.7,60.4,61.126999999999995,61.868,62.61,63.338,64.038,64.702,65.324,65.903,66.44800000000001,66.965,67.46,67.937,68.403,68.861,69.312,69.759,70.19800000000001,70.626,71.039,71.431,71.803,72.155,72.48899999999999,72.808,,
Bangladesh,BGD,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,21.8,,,,,22.2,,,,,21.7,21.6,,,
Barbados,BRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.5227127,623.49238966,670.69614698,787.91328611,922.65479842,943.54187673,1009.48687028,1024.98489343,1117.53298393,1146.35148578,1097.62388255,1145.17313832,1273.41655273,1258.09198213,1177.76114027,1158.43513247,1163.84456087,,,
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.001999999999995,61.481,61.964,62.451,62.94,63.426,63.9,64.355,64.786,65.191,65.569,65.922,66.257,66.58,66.89399999999999,67.203,67.51,67.816,68.12,68.42399999999999,68.726,69.024,69.317,69.602,69.878,70.145,70.405,70.658,70.905,71.14699999999999,71.383,71.61399999999999,71.84100000000001,72.061,72.275,72.48100000000001,72.678,72.865,73.043,73.21300000000001,73.377,73.535,73.691,73.847,74.00399999999999,74.163,74.324,74.486,74.648,74.811,74.973,75.133,75.292,75.44800000000001,75.60300000000001,75.755,75.906,76.057,,
Barbados,BRB,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,18.8,,,,,18.0,,,,,16.3,16.2,,,
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.36072665,73.84975545,86.55201989,109.21336726,141.84438269999998,197.08180575,222.46560822,279.40172902,349.73474734,289.08926712,341.77470816,317.96707386,363.87216206,453.82675671,447.70035365,360.97722189999996,317.99419058,,,
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.7080975609756,68.2126585365854,68.63582926829271,68.9920731707317,69.2899268292683,69.5374146341464,69.7346097560976,69.88165853658539,69.9826341463415,70.0451463414634,70.079243902439,70.093,70.0924146341464,70.0824390243902,70.06807317073171,70.04826829268289,70.0159024390244,69.9674146341464,69.9063170731707,69.84163414634149,69.8020243902439,69.8191707317073,69.9082195121951,70.0646585365854,70.2719268292683,70.9926829268293,71.549512195122,70.990243902439,71.34146341463409,71.4829268292683,70.83658536585371,70.37804878048779,70.0219512195122,68.9707317073171,68.7682926829268,68.4609756097561,68.5121951219512,68.4609756097561,68.4073170731707,67.9073170731707,68.9121951219512,68.5073170731707,68.0560975609756,68.5536585365854,68.95609756097559,68.8512195121951,69.4048780487805,70.2073170731707,70.45609756097559,70.4073170731707,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.12926829268291,,
Belarus,BLR,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,34.7,,,,,31.0,,,,,24.5,23.7,,,
Belgium,BEL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.32108065,1878.29116528,2074.92384443,2785.63415556,3230.01517707,3324.92058704,3455.22985342,3962.24304427,4508.39118614,4504.20563627,4389.94299666,4792.4028576,4543.07962577,4803.56269697,4908.79185496,4092.15343573,4149.38532224,,,
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.70195121951221,70.52097560975609,70.21951219512201,70.0514634146342,70.75512195121951,70.6253658536586,70.70634146341459,71.0129268292683,70.6931707317073,70.7648780487805,70.9719512195122,71.0604878048781,71.4051219512195,71.63536585365858,71.9858536585366,71.97121951219509,72.119756097561,72.77390243902441,72.6980487804878,73.1936585365854,73.2070731707317,73.6217073170732,73.8880487804878,73.86902439024391,74.4048780487805,74.520243902439,74.7317073170732,75.3658536585366,75.5658536585366,75.6326829268293,76.0519512195122,76.1921951219512,76.35121951219509,76.3453658536585,76.6917073170732,76.84073170731709,77.1873170731707,77.37073170731709,77.4731707317073,77.619512195122,77.7219512195122,77.9731707317073,78.07560975609759,78.12926829268291,78.87804878048779,78.9804878048781,79.380487804878,79.78292682926829,79.6804878048781,80.0341463414634,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4390243902439,,
Belgium,BEL,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,13.5,,,,,12.8,,,,,11.6,11.4,,,
Belize,BLZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6150557,144.61718382,137.42953632,156.79064578,156.79447569,165.82478457,174.36386446,197.56574075,207.67233355,226.19445798,250.41442999,251.75048148,248.73977208,268.32746288,273.86843961,291.27427463,303.60483768,,,
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.981,60.531000000000006,61.092,61.663000000000004,62.24100000000001,62.823,63.402,63.971000000000004,64.525,65.058,65.566,66.047,66.50399999999999,66.939,67.354,67.751,68.135,68.509,68.874,69.229,69.577,69.921,70.257,70.575,70.865,71.11,71.294,71.405,71.437,71.38600000000001,71.24600000000001,71.01100000000001,70.696,70.325,69.922,69.517,69.143,68.82,68.568,68.4,68.329,68.35600000000001,68.46,68.619,68.815,69.023,69.218,69.385,69.517,69.611,69.676,69.73100000000001,69.798,69.895,70.027,70.192,70.384,70.58800000000001,,
Belize,BLZ,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,,,,24.3,,,,,23.2,,,,,22.4,22.1,,,
Benin,BEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.82836918,16.75965745,17.39034093,21.53937402,24.4999773,24.14852416,25.40396317,27.90012437,30.20895782,30.60145972,30.98648958,34.87116587,39.1033994,35.75758336,34.40215717,31.29439157,30.40151289,,,
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.271,37.727,38.188,38.655,39.13,39.615,40.109,40.61,41.117,41.63,42.152,42.684,43.229,43.781000000000006,44.336999999999996,44.882,45.398999999999994,45.883,46.335,46.763999999999996,47.19,47.643,48.145,48.71,49.339,50.034,50.79,51.581,52.372,53.132,53.812,54.36600000000001,54.776,55.042,55.174,55.203,55.17,55.133,55.138999999999996,55.218,55.391000000000005,55.668,56.025,56.43600000000001,56.887,57.355,57.817,58.255,58.653999999999996,59.00899999999999,59.318999999999996,59.595,59.855,60.113,60.373000000000005,60.638999999999996,60.907,61.17100000000001,,
Benin,BEN,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,20.1,,,,,19.8,,,,,19.7,19.6,,,
Bermuda,BMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
